Student ID,Course ID,Score
8893,897,48
6397,1494,98
4868,1542,10
9661,180,100
14100,1958,36
19434,1358,1
4839,144,75
18416,930,15
19007,1018,73
17096,786,42
4844,1850,98
8135,725,84
6401,1150,97
19439,1456,94
10874,684,41
6257,407,97
8412,1361,58
16674,977,80
5669,1141,99
17478,1658,47
3785,407,39
14567,1535,57
13049,990,9
11416,1648,74
1835,1010,6
8550,1403,8
5272,1047,34
17894,240,100
5369,407,97
1723,849,69
7034,1386,59
14363,519,25
15864,1316,10
6603,1716,63
4091,1657,60
17814,1167,65
14617,532,79
6784,1178,18
19132,462,53
18419,1492,5
19660,478,10
16868,241,24
14906,1331,59
12792,1432,98
14754,1787,39
13951,1806,76
15112,714,29
14858,1493,59
14469,652,27
5207,907,56
9342,1118,56
5597,1672,50
15638,1139,75
2094,390,57
14395,39,16
17904,71,19
1794,1011,23
7475,78,62
8627,782,38
2805,1084,68
6376,1778,22
4073,162,90
12019,127,33
16360,628,14
12725,1436,21
17511,1865,96
9454,625,73
18164,914,67
14758,1167,50
12271,1052,72
6467,1837,96
18354,1848,34
19747,1504,90
12593,1926,66
9731,569,25
4878,7,48
11527,34,95
9470,448,20
5725,1496,86
16241,1935,44
5378,723,31
15631,1542,76
3605,1878,88
7065,994,83
3,758,89
4247,1624,31
14910,1611,41
18935,1475,69
18217,1620,72
1828,1956,97
2706,211,44
15752,1592,69
18985,287,3
18987,646,41
2407,567,6
3108,1180,14
8524,1154,68
15451,72,44
3145,1190,32
18583,1293,68
10535,352,8
19836,1142,15
11873,1009,15
1550,1575,16
6276,1507,53
15666,176,34
13652,1779,59
79,1205,33
1930,719,31
19982,722,32
8922,975,65
5397,651,85
10551,1770,6
11337,1344,43
4751,663,3
1996,484,31
15582,1308,49
5306,1537,90
17056,1226,12
19293,402,29
5097,874,87
7135,1151,53
19812,116,81
8504,1168,35
11043,1661,19
18601,488,79
16437,148,75
12339,1119,72
12786,1956,63
13354,1699,11
14107,251,76
10539,1555,95
15719,139,22
3274,1606,83
4943,153,20
13028,699,68
6123,1878,73
4585,715,8
9286,474,82
19511,1128,24
19799,37,22
13193,131,62
17748,1260,18
14277,498,18
621,311,16
16268,464,42
7484,1077,89
19083,508,20
1473,891,90
12126,20,43
15580,1676,78
8327,1119,75
6575,1713,91
9134,1277,82
701,1513,47
14551,1322,7
3070,237,74
14705,282,39
497,1732,41
19936,1835,99
16824,849,54
11465,1842,6
13664,1387,37
3947,839,27
1750,348,2
17430,1208,51
8352,1208,76
352,1401,29
19150,1848,94
208,74,84
8877,1779,34
14995,847,85
18678,1228,54
19830,1110,26
9574,1055,87
19291,49,11
3615,1331,48
8251,467,5
17974,1930,58
12912,1427,17
9579,373,38
8630,1033,51
2462,799,38
14567,410,74
1796,609,61
8271,584,99
12165,1505,2
3479,326,23
15205,1897,97
15790,430,86
5866,1973,86
6044,21,37
2028,736,10
4656,435,17
8484,136,34
13572,545,42
6898,1564,65
7707,20,44
11891,194,19
11369,1074,98
16654,1288,92
16015,666,24
5324,520,88
9900,1968,11
18975,1095,86
18736,439,27
7340,1245,91
9835,1455,86
12201,1647,92
15323,645,27
8661,1564,14
3802,367,84
13754,876,21
16222,372,75
13083,996,100
13154,225,76
14907,228,64
4293,269,60
5428,1334,32
3760,1186,67
6786,492,31
19677,1170,61
15189,258,78
17045,638,81
9216,973,50
16921,224,79
5701,685,76
19007,1747,77
14971,1047,95
19123,737,82
4570,1616,18
19087,1607,45
3135,1139,72
6296,1157,60
15409,1151,36
15760,870,64
14707,692,45
14872,429,62
17468,140,32
5637,310,44
19157,659,25
14679,1278,91
17206,369,4
16661,1491,26
4195,1013,5
1461,1894,26
3021,1216,44
7881,253,78
11132,26,95
12822,915,75
4835,1020,25
17855,500,39
4402,1228,95
16360,1732,8
3242,1262,24
7672,1185,72
14821,1921,53
70,1339,76
17979,1752,30
4529,1675,48
4085,238,61
18941,1904,55
1721,1290,43
252,423,21
14340,382,5
2592,1282,15
1090,1507,44
17226,201,78
15821,1887,55
14885,268,65
14506,902,51
2499,1201,52
14776,1794,24
2046,1456,1
1421,1748,23
3339,651,80
19160,727,43
12225,1797,13
11506,66,16
2339,711,41
8036,1456,98
1575,1191,78
10587,1342,59
1992,611,97
6796,199,39
5530,1158,43
610,1815,44
1044,713,2
9786,919,65
16818,862,68
17884,1828,60
16411,1620,91
4345,42,39
12468,1771,15
6471,205,37
11358,1449,68
18600,1206,8
14213,1628,74
13540,1996,91
5580,262,9
4323,1690,63
18192,1923,44
2996,1369,98
6175,1161,41
11253,19,71
6357,191,27
1409,1330,3
9348,1946,17
10473,1116,13
17186,1405,53
18329,1199,6
19466,1009,52
12245,1110,62
11625,1086,40
8396,10,81
7648,714,68
1253,1372,59
4228,1506,49
5675,695,15
11778,1782,77
156,1686,37
3114,664,85
14590,444,20
10461,1612,10
6738,48,14
8441,656,60
1132,754,49
3930,53,42
704,35,64
12240,1110,22
17324,5,17
2152,1579,49
8812,1585,26
6504,136,99
2823,1557,25
11010,220,98
13976,1957,59
5030,1020,66
17062,185,54
5029,1450,45
11540,1751,72
7914,135,13
17517,1633,18
4225,1165,55
17533,1378,47
13307,31,9
8048,1224,88
13497,31,50
2936,1024,93
5476,1727,88
10108,1074,55
18874,1873,71
5225,403,34
16826,731,41
16615,1595,20
1841,1072,6
5891,470,52
7543,679,43
2628,1227,94
18823,1848,28
5150,1583,56
18705,837,100
2535,835,69
2671,1581,26
10908,1179,91
1393,415,13
17401,1907,88
1475,1948,76
11667,939,38
6185,485,65
2811,1264,28
4449,1481,99
8230,260,28
8538,1494,37
16631,1911,49
16451,860,31
16228,1784,28
12747,1783,70
8417,909,33
3034,842,63
6961,907,88
18465,863,17
3715,1532,48
17385,725,25
4773,793,16
16131,1897,89
924,1851,48
2380,888,71
2427,854,92
839,1916,4
3129,1625,60
8266,110,49
12771,100,49
2770,911,58
9246,1727,20
894,164,68
13854,914,91
1655,596,99
7607,1066,65
649,1104,92
12085,897,25
16273,980,53
10088,766,23
1518,552,44
1575,1315,41
8926,684,31
16147,1636,6
2440,803,7
9778,1392,74
14454,1185,87
10569,1240,78
19028,1221,11
217,983,75
1967,1121,43
6511,219,1
12739,1895,11
4983,1049,33
17857,967,17
4362,1852,46
970,767,85
5931,1192,80
12799,536,78
2335,1988,24
3210,811,37
10199,26,19
2947,147,83
18283,174,28
11781,1112,94
4275,189,3
13953,358,32
14494,592,23
4908,1347,85
12634,564,75
13184,887,67
2259,581,30
6027,119,81
6140,1599,70
6116,1375,85
15570,1050,50
2009,1600,84
9111,1576,44
18768,1565,3
11164,1628,66
8109,1013,2
12531,1406,38
18975,1682,82
10563,358,62
4040,1876,36
4282,120,56
10890,1506,31
10282,90,80
15030,570,2
829,647,37
4172,1598,25
7455,568,23
8748,1988,97
5728,1579,94
4735,1708,25
1748,594,12
18638,238,88
16853,1063,59
5748,123,4
17159,1812,77
4337,1517,84
10496,631,91
6754,1420,37
764,1793,30
6571,1728,68
19778,1424,41
17548,846,14
917,761,40
18827,357,10
2150,1332,6
19402,289,27
19310,1625,59
8146,1333,89
2340,655,41
14163,645,28
2607,75,28
14303,969,75
13053,1586,40
4626,974,25
8728,147,28
18394,1129,88
8471,91,32
3555,765,15
4573,977,13
6284,578,38
6327,395,13
18812,769,45
8566,1495,47
17606,1537,27
9462,1524,42
2215,1252,39
15735,1090,86
11676,1649,87
10564,1652,74
18879,1222,100
4835,460,41
1736,1162,98
8820,702,50
5459,1132,21
12,1755,33
5533,1470,1
15847,1424,19
8145,585,100
14926,467,8
16257,992,68
15258,1944,24
5233,1939,90
14889,1817,16
18098,1267,67
11133,261,85
17332,1936,77
8169,1015,81
13178,22,47
12586,592,63
795,853,64
1525,498,67
18082,1170,94
16802,543,92
14651,1049,18
15052,234,5
9490,142,95
6350,1137,36
10941,1222,13
7857,1413,84
1113,1251,18
6016,1801,2
14144,440,57
3945,1913,21
15576,1513,57
15185,911,4
8658,1254,86
18357,987,28
18933,721,52
15857,471,59
19962,758,76
3982,1669,72
18826,890,78
1039,322,88
3569,34,87
108,634,24
9098,902,87
749,88,87
8744,1753,97
3656,1892,27
13229,1616,51
6389,671,99
11980,535,91
10349,1780,71
82,528,77
6394,324,92
6352,817,74
308,498,11
5276,971,78
2078,264,31
19059,312,13
17281,224,3
6475,1959,15
11785,1512,41
10873,1740,14
3033,1405,19
637,134,77
17961,1643,26
9648,1680,80
586,974,6
955,829,2
1540,1360,21
762,1125,9
10988,614,62
17446,942,22
7333,1448,77
1756,1728,38
16346,1810,28
5409,504,48
12333,392,5
15294,1510,6
7328,863,70
8214,270,70
13451,261,2
7245,778,28
12059,1547,48
12822,1621,47
16340,496,70
4710,1311,20
11323,83,71
18568,150,90
2309,881,92
9951,919,94
10196,233,88
11051,727,89
10348,1253,66
10663,1806,22
16078,1537,86
9892,672,27
2382,1714,60
15682,852,36
15011,1321,61
18227,1641,71
466,207,70
18983,833,58
1534,1848,56
12534,750,13
8203,172,62
2267,128,51
9724,1455,61
757,1846,84
10523,458,67
18025,519,21
9659,150,17
16198,598,48
4978,1104,95
16457,895,70
2693,1406,74
9932,352,82
17797,1111,97
973,396,14
4999,1491,48
10322,77,28
14169,182,97
3502,351,70
1074,474,92
4277,1807,47
2736,1442,50
10756,373,33
5734,1755,34
13256,1428,52
4267,1883,77
8895,1555,6
7217,1610,1
13112,1914,100
16477,938,37
12331,1173,7
17060,1325,74
15818,1262,6
1071,102,80
12931,1996,52
3312,1049,26
13740,1106,19
16534,893,49
9821,664,56
14790,1311,62
7202,1309,1
16196,820,66
14122,1706,31
6008,1845,4
16722,1838,61
10516,66,90
14125,1248,17
6592,1078,41
14271,1449,85
3246,986,81
17846,309,19
9371,956,24
9886,1787,7
8254,1511,24
8629,485,19
4511,1368,80
3266,1535,12
18595,1360,68
5561,1619,19
19137,1772,15
1344,628,72
2444,1466,98
8011,789,95
11683,1255,36
137,745,87
1300,533,23
2590,1367,18
8651,1206,79
4894,1591,86
10440,899,92
8766,265,88
6674,478,95
16314,682,29
18530,1029,27
17145,789,10
6607,1768,16
16923,1495,85
16637,1493,97
4838,778,75
4032,930,94
14748,1354,14
16887,1725,18
982,1343,54
7306,404,26
5124,769,94
16838,652,96
12512,559,42
7007,892,53
9849,1442,25
4425,160,73
294,958,8
16478,567,59
16418,1161,85
17962,1331,39
10874,623,63
5049,1241,70
2,1958,86
751,1968,25
14970,274,73
18980,827,77
8368,483,47
4645,2000,26
5503,1819,90
4769,629,46
11361,861,76
15175,1352,31
8608,271,2
8633,358,54
954,1273,38
13142,334,50
10132,1465,24
5606,1831,51
522,1395,23
5058,1318,26
16828,1829,56
10654,478,29
19440,1708,42
7489,1727,77
7500,436,80
18859,770,21
19400,854,72
18621,1020,58
9391,1832,48
9340,1063,58
8766,1965,8
9083,846,7
15153,300,25
15372,5,74
7907,257,51
4938,1565,27
17049,1448,75
10194,1540,97
17915,884,7
18807,612,90
11190,715,9
10186,618,93
18997,1238,52
2264,1024,9
14380,1132,36
8538,1215,38
5252,1987,14
3753,1796,16
1528,1331,7
3534,847,55
15511,800,87
3639,560,36
15214,248,59
5902,497,10
15593,1473,68
9792,1735,58
1213,614,4
19944,612,98
3698,1828,90
13642,735,68
15036,1478,54
18697,990,32
15279,1125,87
8447,907,78
17806,1879,41
16277,4,93
4338,1582,2
9200,61,69
19083,1984,22
11483,1442,24
674,568,1
9483,1753,36
3173,1416,64
7284,739,44
3405,956,79
13692,1950,85
18126,1640,73
2652,43,69
247,907,95
19936,545,32
10991,541,22
19150,1492,13
8001,1722,53
12171,27,94
155,1514,62
18247,1555,76
2191,91,55
16224,155,47
12762,436,35
14225,961,76
11201,777,61
5303,1742,96
10325,386,99
13820,245,43
16900,1795,99
1421,1044,85
15885,1641,6
19525,296,92
7978,1163,13
8705,611,63
5477,777,8
13154,1518,47
7185,1836,83
9189,468,90
7795,1029,89
5189,654,88
11642,1015,97
16479,1849,2
18748,1974,34
12911,1874,98
2843,1912,3
5087,521,84
19502,200,9
11380,1567,34
17387,138,43
18362,1984,43
4591,1801,49
9682,285,26
8944,1533,78
15014,1599,22
13554,1759,27
636,455,38
10901,1375,35
14787,578,34
4312,1328,75
10986,430,49
3129,748,31
9367,846,34
3136,424,12
18116,1651,27
777,346,97
9902,1151,25
9695,1061,24
18035,1692,21
5209,1494,77
15318,571,69
14479,1032,44
10313,1998,8
16484,925,27
7294,193,4
4553,1137,2
4055,985,99
9511,772,49
2310,1187,33
5443,1206,91
9996,1522,99
10910,158,91
1580,133,17
10660,1918,57
4828,295,93
3040,90,85
14617,211,32
2324,1697,42
11131,1289,3
15552,1575,41
848,1313,4
2002,1929,22
10573,1407,85
17700,364,92
4001,602,64
2509,472,61
8439,1983,63
16125,1933,56
7823,1588,86
16450,1056,85
19408,1463,93
9970,49,96
10279,347,85
17660,725,5
11315,200,89
7489,1163,66
15334,509,40
16808,1803,18
19222,743,21
19112,1164,97
9058,663,78
6970,778,3
13732,1128,9
13474,363,85
13660,212,31
9668,1292,62
4276,1384,85
17854,1167,41
6338,558,37
6917,694,85
5710,45,81
18342,448,9
8205,260,45
5518,1564,3
6831,16,34
15683,1565,82
8447,526,64
16373,1140,87
7673,1648,47
1786,1549,71
17711,1192,70
18600,399,28
18735,1264,60
18901,1129,56
15707,1802,29
3738,1259,2
3220,40,54
19989,451,39
12226,844,45
2962,998,11
16698,690,18
3121,82,5
2907,716,41
10463,815,34
16223,1727,75
12609,1115,36
9052,1198,57
2852,302,58
1687,1050,85
4417,1319,75
1690,240,9
2601,420,84
919,1780,78
13729,1357,15
4723,1962,25
15712,171,95
15775,126,81
10779,1709,85
10442,594,34
17781,995,2
17777,1697,41
14256,953,6
6527,103,85
19500,1444,63
9682,1250,89
5811,414,71
14973,1914,50
15550,1689,88
18186,897,18
18321,749,41
17239,1380,74
15156,1547,92
8989,1885,40
19268,1552,77
18949,39,78
4083,671,64
9231,393,50
10286,248,77
12981,1679,76
19893,208,16
13078,1745,57
9121,629,36
7865,643,34
16778,47,32
3547,1709,58
12166,1432,30
3786,302,41
9516,137,61
11890,528,77
14278,503,8
565,942,7
814,265,40
13166,1139,62
6394,464,31
18075,52,59
17421,309,5
5376,1875,79
9416,170,37
2370,1914,55
4013,1883,15
9635,355,99
5805,890,24
2737,1285,84
16987,291,24
12597,767,95
3873,1858,7
3787,792,66
8316,685,89
1220,1181,87
19252,994,62
7817,408,73
11913,1908,87
15584,556,9
7696,142,14
15990,1448,64
16066,38,56
1293,793,16
6694,1015,11
17493,585,33
13803,919,92
5300,518,97
4897,1210,44
17369,1753,89
5053,1378,45
9230,68,71
3573,1235,1
13185,1050,7
2474,1934,53
10295,262,38
4619,1723,44
3378,175,47
12938,1832,100
14901,1406,75
11883,1652,74
7263,346,42
1634,971,52
3207,501,18
15146,1172,34
18185,1685,56
13989,1024,85
19674,1116,97
18818,666,82
16687,506,87
2504,1416,13
11841,1062,17
6147,1314,55
5075,1483,71
438,1781,68
14930,1008,35
12290,1429,8
10436,610,35
12094,909,31
19842,731,77
13380,962,18
19495,1524,82
16353,1376,73
5227,1644,64
19194,90,46
2362,1578,57
13210,1422,81
8216,58,8
9155,1460,89
13113,247,16
11948,1907,93
14608,1342,88
5247,160,31
972,923,46
13042,610,19
13660,940,89
16245,1394,72
16717,607,74
6416,558,71
12323,1297,6
10097,1412,59
1113,767,73
15005,188,33
15794,851,6
2119,259,41
4883,141,72
19649,826,79
5025,637,33
8983,317,34
12468,844,99
14222,1440,13
17755,832,92
1452,1691,34
13765,1312,24
4590,1478,43
9537,806,12
15590,1182,72
19020,278,21
182,1008,95
9812,279,67
18166,1931,92
3737,1679,25
4976,868,27
14898,1696,49
12495,274,9
2235,106,34
14620,1885,1
18649,1568,76
4369,34,43
14323,715,83
6318,1691,31
1715,140,22
16344,365,14
6623,1950,44
699,1258,26
11067,1904,19
14186,1693,44
3970,854,45
9367,175,6
19571,1423,30
6069,1069,25
9350,1760,86
7130,218,71
2826,1005,41
13920,1136,35
6484,2,61
12562,564,3
18821,1423,54
7013,934,40
3588,1874,26
9206,1419,56
16301,769,14
4518,375,45
19395,780,61
6633,463,66
8720,849,55
12673,379,43
17508,1739,16
12041,1650,45
16653,1211,18
14668,1066,88
2146,1299,21
2157,173,99
17786,1237,49
7096,1566,77
5054,1198,2
5361,1928,83
5079,26,41
16211,865,15
7893,1043,9
9330,36,74
2710,209,72
7532,145,69
11494,719,2
13941,248,39
4594,1562,9
5059,1890,27
2710,1281,30
6603,653,42
3330,1366,5
14261,1811,49
13121,248,30
11595,1611,46
12683,490,17
17088,904,3
877,1589,38
2735,789,23
6256,473,69
8958,432,75
12047,771,16
2018,828,14
10140,818,97
17891,981,15
16347,1123,23
4594,177,10
12902,60,99
10629,144,99
9227,621,8
4992,481,19
5260,315,12
4676,1490,5
9188,403,87
15620,373,70
8661,1863,78
17273,1791,78
12873,1780,37
14569,1821,45
17197,1898,31
10806,388,52
1294,1830,19
6220,550,64
19820,395,19
6430,297,47
845,1872,83
3934,747,68
14838,40,90
10254,1285,80
2325,1118,28
8225,679,21
2529,803,100
1367,16,70
16487,1618,91
12646,1425,74
1501,1994,3
17510,1236,62
17344,868,5
4076,1245,5
14602,784,53
19072,1391,3
18692,14,57
11425,1195,22
6093,1023,45
7245,857,61
3720,1855,20
8193,154,11
19314,1624,21
5879,1932,94
18962,853,83
17455,1662,67
11506,630,36
7975,1825,44
18973,1490,53
1726,1600,98
7550,484,17
10945,1154,43
17163,1733,23
12208,1727,27
15416,1398,48
12678,1109,80
15,405,2
7367,1471,90
15772,1639,12
720,17,34
3506,1030,25
2218,1939,14
18824,1541,41
13983,1301,39
4460,1775,19
15518,5,43
18279,1074,78
12147,1702,21
19797,716,52
10442,816,28
7855,1279,82
16188,1503,19
5619,484,98
14524,984,38
1984,1930,8
13529,796,84
19757,88,64
16891,327,74
6116,1656,40
15375,1032,60
8880,732,85
11955,889,72
18139,1586,82
2790,215,72
4276,940,3
10628,23,53
4614,1746,92
11654,1261,34
7204,1311,46
14342,816,88
9402,866,59
8117,1448,77
6497,344,7
4934,629,70
9302,199,10
6682,1865,36
8227,517,34
17782,547,49
2963,694,76
11697,1079,89
14755,1864,74
14303,1040,2
2953,1238,56
7502,1982,43
12145,1148,5
12587,231,96
17423,1535,87
3806,900,24
15405,424,95
1547,82,81
9735,1253,39
8746,301,68
11583,153,88
14854,1813,97
8873,777,59
15208,1908,23
17376,536,45
14,580,27
10429,1099,20
11558,1289,9
15624,650,72
5885,1026,90
11305,1367,51
16256,1408,23
14636,1537,81
16278,950,33
15485,1466,73
9551,1083,73
1606,353,53
772,1577,56
11153,1268,41
10485,1003,32
11746,907,22
11743,182,4
14127,1953,46
4148,345,65
11560,1060,14
11444,228,35
6098,1122,37
17245,1551,47
10953,224,56
17281,379,31
18701,1667,30
4216,74,81
5025,209,10
13433,1738,89
194,1894,66
1455,454,48
5743,1485,85
13405,381,64
4184,1803,20
7595,722,25
2839,1516,18
332,1009,41
13527,944,57
16172,993,66
3967,232,43
5568,674,85
11647,1662,16
10293,1796,10
5767,1807,59
14836,127,61
4291,1460,29
18039,1714,99
9477,972,15
7735,1397,75
11173,371,22
2791,849,37
7536,1018,82
7565,285,50
15916,1395,64
4711,304,97
4417,1862,14
4075,1745,45
17562,1336,23
17832,1423,29
10957,1565,26
9776,348,64
2941,1538,21
12917,365,59
6055,1101,71
13254,1605,27
13181,1316,92
19231,1579,49
12811,1054,31
7742,1414,81
13386,427,94
7255,353,55
1846,229,84
10869,814,39
5814,1045,64
13079,1331,22
19157,321,14
18850,333,86
19484,1018,97
3423,1866,41
10705,1119,94
4909,507,90
16607,869,87
167,1204,52
1336,355,41
8341,980,59
4646,149,11
8531,1196,49
5296,345,42
5460,1234,62
6684,1493,52
17356,526,52
16515,1761,96
6232,1942,43
10573,85,7
9573,826,86
2093,1390,30
10029,1048,49
13495,245,99
18385,678,24
16635,671,49
6256,602,99
13933,1459,83
550,1039,98
8057,1790,68
7515,316,41
2792,614,52
7985,154,20
8244,629,14
9169,1035,48
8742,1252,92
16059,870,27
5808,1718,84
18863,1259,58
16167,1131,54
10761,443,88
12730,628,18
5862,597,73
1443,1834,17
10467,841,8
15090,983,68
10503,660,70
15810,1890,24
5353,515,74
17735,1275,55
19272,1785,50
6141,1582,86
1458,1242,16
8498,1261,80
14280,887,95
13896,652,18
15496,179,70
7355,1453,11
15232,1305,84
14991,415,28
1833,1198,15
14115,1697,60
19273,1395,22
12133,74,81
2560,1066,67
5318,1302,57
19931,134,49
16903,633,77
10235,1879,72
6140,24,41
3787,793,3
2582,551,4
3028,591,27
6454,41,73
7229,1344,25
10153,1908,18
18211,716,26
19088,982,94
8064,1925,91
14813,740,88
11397,594,20
10181,767,89
8004,1059,28
1211,1467,15
18709,1513,4
4127,1473,35
12292,1073,48
18047,1379,35
14161,1979,46
19491,1504,57
14714,170,83
12831,1382,54
15616,225,93
12296,1206,11
15622,1221,87
4714,1324,34
5075,28,100
14170,29,63
10626,1575,29
18384,1396,32
14597,1717,35
2623,1444,43
13041,352,98
18148,1768,39
379,1278,86
8575,1808,23
7694,957,84
17325,853,44
13718,1279,24
4652,357,51
12396,433,2
18475,1656,2
8965,1221,17
11786,1029,63
4483,1562,66
5452,24,6
13060,1737,16
65,474,12
7455,305,80
10807,1055,62
14198,380,10
6643,1719,2
15146,1671,45
4858,313,62
4526,1938,18
177,1181,19
1222,1138,42
5479,1774,63
7346,785,99
9520,438,31
17680,721,50
12026,562,24
175,1041,23
7959,1821,55
8484,781,35
19718,1595,5
5956,1520,17
13727,125,100
9941,109,63
1268,465,16
15484,412,32
1693,1217,17
8616,601,20
15429,482,79
18091,7,60
12370,805,3
5486,1347,52
112,1388,13
19790,1991,16
2393,1348,18
11288,1070,44
16415,1766,31
6547,206,11
17247,712,86
8794,497,7
14681,910,13
7012,685,56
1707,1100,6
9335,1087,49
17099,1047,3
15754,117,38
9912,1665,13
1654,610,4
18498,1621,67
6984,1953,2
3425,67,69
1901,746,58
3037,977,40
6360,1193,43
14506,1492,76
18280,1556,43
14474,390,59
15812,669,63
5311,1639,24
90,1662,23
4975,210,82
11029,922,63
11704,1346,94
9843,1049,66
3303,1717,59
14628,967,45
6569,1023,90
9256,1255,46
11488,703,58
17396,773,99
6,668,28
4154,423,79
8292,758,12
7890,707,81
8850,888,62
5734,1210,48
12314,1255,43
15951,1169,44
15506,768,87
5042,972,47
9591,1811,85
18514,991,43
2118,1558,8
24,1411,21
15720,1576,42
17252,475,61
11709,800,31
11680,1509,31
8333,308,8
5560,523,94
14093,857,94
18307,476,22
8838,410,62
10520,986,58
1819,1328,1
14643,1046,76
17792,1815,77
4606,1509,58
6799,821,84
2648,1049,82
777,895,34
332,1999,40
18420,975,67
2850,54,29
11936,1155,3
17098,86,67
3970,1473,66
4862,688,61
5918,510,60
5871,1886,47
16917,448,58
17998,668,72
19691,1377,77
1757,1560,23
1379,1932,85
4454,1875,39
19239,501,55
8818,1456,72
17823,389,45
15954,524,59
5805,193,52
6069,1871,39
15656,953,56
8818,791,79
4419,1574,87
507,1353,40
13652,499,9
5766,1221,81
5237,1402,3
17743,1652,66
14928,1140,65
14526,250,77
19136,985,98
9794,475,38
8955,1842,43
586,285,38
12272,1927,51
6029,879,46
18421,204,46
19229,1006,22
16212,5,29
13027,111,28
2934,992,22
7876,31,93
4921,476,14
15617,55,50
4254,1480,42
8640,886,23
5702,1476,13
725,1148,57
343,1002,64
8553,1982,50
11417,375,17
15555,1583,52
10244,238,5
11664,1644,40
17559,1802,38
16305,1025,7
17907,1903,62
10678,911,43
14654,1078,29
14932,1204,64
4909,1683,3
15901,10,16
19767,1236,28
9329,1242,99
8678,654,89
390,1798,47
7110,886,42
7674,1572,51
2319,268,94
15241,1340,23
6537,1322,22
14121,498,64
8537,294,34
18988,888,80
88,80,57
3382,1546,83
16,1676,18
7781,92,37
16174,1428,74
1726,1333,100
13037,417,22
14215,1229,48
11377,94,65
10492,652,57
12893,476,92
12041,348,81
10110,182,95
2035,1852,86
10070,402,20
11301,1383,93
5271,1437,29
11244,348,24
5176,1576,29
19498,1428,10
14095,1498,32
1282,505,83
7980,1394,93
4748,1592,54
4512,1297,70
9834,18,84
15157,1046,27
3794,454,17
10728,1285,12
15709,1193,45
6778,1537,61
1107,525,35
15142,1277,3
16730,1278,84
2751,1696,57
3252,90,33
4998,1878,4
3083,4,31
3943,1386,78
4204,1104,18
6916,1694,9
5719,1283,71
9312,204,78
11257,331,29
7073,313,27
16527,238,56
11343,399,36
6522,311,94
5063,839,13
17898,778,28
5028,322,56
4084,1469,24
19509,199,91
7449,925,52
7878,948,51
11660,1547,63
138,1840,85
16295,107,29
6477,987,34
9351,1937,83
15596,1531,84
8399,1873,71
9429,1806,50
4777,1178,79
12043,522,2
1209,1993,41
2339,981,21
19068,365,19
5708,302,1
4221,604,70
19056,295,18
6483,924,1
19991,813,81
12730,286,32
12410,1966,1
11877,194,57
14948,1520,50
4964,1783,62
8958,775,25
8899,1933,53
9637,709,48
7536,849,14
17152,217,42
19699,673,82
15924,619,90
11615,1608,36
3622,1623,51
11579,921,6
5545,583,28
11651,871,67
8912,3,2
1337,303,57
16857,1195,28
2309,361,61
3223,1900,82
12036,302,94
9781,1036,60
14123,1142,43
10473,716,24
12114,1913,5
12156,88,23
6666,294,27
9436,984,80
1374,897,93
2140,453,80
2371,828,39
1308,56,28
15415,586,61
7503,1764,50
7137,402,53
1954,1243,79
17062,67,51
16380,1289,81
5536,1231,17
1290,502,9
9194,551,87
17823,1850,9
8724,1076,39
2308,1351,72
14589,536,3
1617,252,86
11124,545,85
6814,313,95
14370,36,62
3074,1290,49
17687,1153,26
19509,187,9
8655,1981,71
12099,299,87
16211,1756,84
9124,1553,21
9813,743,12
7500,1073,94
15830,49,14
5978,1168,26
16480,1315,88
1560,1404,53
547,138,27
8997,649,32
12125,1549,32
8229,122,83
15475,2,15
6494,759,35
2221,620,95
14125,567,12
459,1299,69
14754,1299,4
11000,917,61
13997,792,99
6523,401,99
11957,252,14
16625,1554,96
10314,564,13
15333,1000,31
5880,1169,59
15595,771,35
13896,1422,52
6575,119,56
19669,669,69
4662,1867,97
16869,1063,45
2094,1330,20
15607,1204,94
10027,349,93
14887,740,1
10082,280,46
1057,1460,55
16127,409,63
18149,426,53
6664,1920,15
15156,1993,74
11073,167,43
15983,1335,52
16839,1085,99
10165,681,41
13324,285,81
6350,1838,27
7459,627,36
7044,1712,38
17545,1477,60
11342,613,69
17007,856,62
12899,828,56
7362,1815,53
9361,1465,61
3215,606,17
18043,307,79
8526,139,46
11984,329,60
13502,434,4
2625,72,67
1623,801,5
12251,117,21
8225,434,96
11269,228,24
3914,466,99
7363,1090,41
7070,111,50
17555,777,72
10721,996,97
3484,914,42
16605,1084,80
14511,174,37
13504,651,72
2367,1284,80
7487,1688,71
404,1149,68
17713,1368,31
17407,532,5
17383,899,46
16949,1553,29
19650,971,52
10477,1124,11
7047,1510,46
16360,1783,55
3280,1982,35
6696,1233,100
13095,1144,7
3214,650,62
13291,547,14
4277,1352,92
14625,1373,41
14623,1582,23
18665,995,61
16230,825,4
4699,191,37
3069,127,66
2392,478,55
4998,970,62
4622,608,67
11405,11,97
4721,1021,56
19382,1150,24
2369,632,39
14633,912,25
7163,463,82
9629,1103,90
5047,1551,89
11397,1307,28
15415,1163,21
1196,1594,47
14260,1693,28
16873,1294,60
16428,841,38
19667,1612,12
3504,393,17
10491,1179,39
14343,1608,18
6544,1191,47
8896,1890,58
19226,1337,64
6849,888,42
6660,1442,17
4835,900,23
9405,622,47
11659,1525,50
4807,1118,100
19371,51,36
4433,499,37
7382,1268,53
19600,1170,6
6255,1062,92
6467,506,55
2858,552,10
4497,1839,62
